MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_anular
501.06982543640896,268632.9675,517.6514849301353,9257,36.80703057840988,108.4898974508865,200929,Dedo anular
507.97506234413964,271751.04,520.6470556994237,9204,35.69579807204204,94.38860454847917,203698,Dedo anular
474.74563591022445,235730.7975,484.91539483669305,7475,27.950804997352044,81.84117014197675,190373,Dedo anular
490.4862842892768,251041.6075,500.4153960246963,7256,28.917468768894693,74.77605238773391,196685,Dedo anular
473.9201995012469,233667.01,482.7880479588018,7980,28.961871486490647,72.86128817606856,190042,Dedo anular
447.3615960099751,216087.405,464.2720470433638,9266,35.74863633762832,97.8086330308891,179392,Dedo anular
425.59102244389027,190388.04,435.7903817867661,8571,32.387227420697805,70.25609293474542,170662,Dedo anular
467.1471321695761,236639.92,485.84956057531014,10466,40.0033748576292,106.30257274519437,187326,Dedo anular
475.58354114713217,239417.3525,488.6924408517446,9330,36.2365837241868,87.56176889447204,190709,Dedo anular
496.8827930174564,264223.055,513.3849867676342,9453,36.416102207677305,105.0573317330116,199250,Dedo anular
501.51122194513715,275934.17,524.6389757374521,9482,39.1638864261452,127.88232660244651,201106,Dedo anular
519.206982543641,287827.775,535.8264644453463,9244,35.92763560269448,105.724429574443,208202,Dedo anular
493.03241895261846,259889.005,509.15705115724575,9060,35.810473328343484,101.86796102014293,197706,Dedo anular
514.5336658354115,284580.15,532.7949641423625,9808,39.16835457355849,115.02222001106959,206328,Dedo anular
502.9052369077307,266939.6725,516.0174294839003,8597,32.16710276042902,90.4293132505395,201665,Dedo anular
469.51870324189525,234274.8125,483.41554178047767,8482,33.10211473607087,91.38288940989175,188277,Dedo anular
503.76059850374065,274192.685,522.9807957451253,9492,35.632709692079274,116.40333082505704,202008,Dedo anular
517.1975,287632.1679197995,535.6426864057793,8933,36.27750879140236,108.493725,206879,Dedo anular
484.16708229426433,253156.5825,502.51892434681827,7462,31.146348100539814,105.68804920367411,194151,Dedo anular
516.0274314214464,285090.9525,533.2729155824113,8241,33.17163698101135,107.06450830529661,206927,Dedo anular
468.6159600997506,235171.5975,484.3398957997799,7600,32.006874261633236,94.58891424804573,187915,Dedo anular
519.2593516209477,282209.8275,530.5714488588127,7809,28.401012305902054,83.66760156964197,208223,Dedo anular
517.1072319201995,279546.515,528.0619201582301,7538,30.712049752499425,83.29864864024478,207360,Dedo anular
345.3915211970075,145571.225,381.0619431126363,6494,29.36417885792143,142.2522372373306,138502,Dedo anular
336.54613466334166,135527.4875,367.6812664737092,5707,27.116277399377665,125.16521663422492,134955,Dedo anular
305.46134663341644,118721.145,344.12945572017566,5996,30.08197134497671,133.67786269985885,122490,Dedo anular
343.40149625935163,149549.865,386.2342847201253,6100,28.864337858333073,157.5289954664461,137704,Dedo anular
331.29675810473816,135494.97,367.6371544155095,5954,29.32550084823787,137.6098904857557,132850,Dedo anular
332.6109725685786,141385.3975,375.54336029458256,6249,30.783721347491436,151.8474263219756,133377,Dedo anular
331.96009975062344,140841.835,374.82076847315034,6010,29.149957118321804,149.8271652539474,133116,Dedo anular
331.70324189526184,139599.5825,373.1641111700543,6469,31.075593316942477,148.2753962972867,133013,Dedo anular
294.2917705735661,114037.9275,337.2736924826746,5655,30.621928417393963,136.06456427509778,118011,Dedo anular
306.92518703241893,122904.6825,350.1402390934509,6602,31.305750270517397,145.26994235110476,123077,Dedo anular
