MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_Indice
263.9052369077307,76788.2,276.76110317280217,4386,17.69011023142592,66.54565581059819,105826,Dedo indice
289.06982543640896,94526.3075,307.0677141077869,5438,20.28324431643025,82.33644069377678,115917,Dedo indice
311.0648379052369,108974.5225,329.7010245450185,5430,20.4971949300386,89.49522701973247,124737,Dedo indice
311.8778054862843,114694.9975,338.2439579095895,5941,23.666379106234228,106.5149719218164,125063,Dedo indice
322.211970074813,119879.8925,345.80477172766996,6225,23.622923189139822,104.48722333816335,129207,Dedo indice
332.8952618453865,128555.5025,358.0990298953211,6763,26.10914590713377,105.79435451272072,133491,Dedo indice
293.8753117206983,96180.39,309.7426974980469,5267,20.670208029915905,76.81086560406963,117844,Dedo indice
290.8778054862843,97782.84,312.3123316788872,5676,22.069549157153165,89.55298785455312,116642,Dedo indice
304.46882793017454,106006.4,325.1800192013349,5629,22.101300866691084,92.31696320296513,122092,Dedo indice
369.19451371571074,164647.3325,405.26132389901096,8054,30.858629263141292,135.73935485475837,148047,Dedo indice
342.9775561097257,138097.425,371.15096981419157,6947,26.565532179875486,114.73819192666714,137534,Dedo indice
369.07481296758107,160304.3975,399.88077712016167,7284,27.83783396746234,119.70299935945671,147999,Dedo indice
377.74064837905235,169499.575,411.18959470421606,7586,29.640344127556954,128.23004832059502,151474,Dedo indice
424.3825,213289.31077694235,461.25490512296994,8564,32.07142717595768,147.36386249999998,169753,Dedo indice
346.8703241895262,134768.7825,366.6506521856053,6678,25.451326095117324,94.00049750934384,139095,Dedo indice
371.04738154613466,161648.185,401.55332437822256,7139,27.456374487539318,117.99329606159166,148790,Dedo indice
382.26683291770576,166402.3625,407.41550536885876,7880,29.171218692402963,106.77459717290317,153289,Dedo indice
336.25935162094765,129045.79,358.7812426115325,6706,26.374135056907555,97.39828732408381,134840,Dedo indice
397.4488778054863,183614.2725,427.9677342348774,7878,29.087368392482674,127.14791574679262,159377,Dedo indice
398.2917705735661,179583.7975,423.24456004299105,7557,27.400593059275195,116.12044701214545,159715,Dedo indice
412.02493765586036,196521.35,442.7541889360832,8865,32.541396712495306,133.25291509381162,165222,Dedo indice
442.1770573566085,218832.5625,467.21177787651465,8773,32.02432669081428,122.37657726009165,177313,Dedo indice
386.1645885286783,170645.035,412.5766429213962,7279,27.248990807000542,114.67487142492894,154852,Dedo indice
374.8279301745636,161346.99,401.1790478438869,7291,28.326710010165318,105.771183015031,150306,Dedo indice
481.8379052369077,256967.7475,506.28739879100647,7684,27.430457524438047,123.2523553957998,193217,Dedo indice
481.99750623441395,264330.6175,513.4894730203757,5365,21.30416625920855,161.84263779454108,193281,Dedo indice
405.6907730673317,179716.72,423.4011674859068,8127,27.99388326045531,94.75513211982513,162682,Dedo indice
208.15960099750623,54289.95,232.71133103272484,3220,15.732132722552274,82.19958831101796,83472,Dedo indice
332.857855361596,122925.99,350.1705889941483,6388,23.032802695286563,85.25413399170405,133476,Dedo indice
316.74064837905235,107085.3225,326.8306546332214,5532,20.087184969527215,64.80140048880293,127013,Dedo indice
331.25935162094765,123119.7725,350.44648756747307,6323,24.41940826473893,91.32235496047912,132835,Dedo indice
339.1197007481297,132235.0825,363.1877189581099,7563,27.0451936580236,107.784180446639,135987,Dedo indice
280.17456359102243,87941.465,296.17926936400784,5667,21.738387704703403,75.15531619828234,112350,Dedo indice
300.09725685785537,101000.7125,317.40957830381,5730,21.695736908434338,82.64447360401988,120339,Dedo indice
256.1296758104738,71650.0,267.34120837566473,4578,17.019547585056426,60.78734584983925,102708,Dedo indice
267.1471321695761,76275.41,275.8354527748043,3692,13.853338947704989,57.175378262573,107126,Dedo indice
326.6109725685786,115342.9775,339.1980824711716,4595,18.204051746795272,73.00595145552577,130971,Dedo indice
325.66084788029923,120547.235,346.76594188856745,6260,23.956210050840678,96.04950217971283,130590,Dedo indice
305.84788029925187,106401.2975,325.78514024734926,5636,22.136734176476892,90.1140167038762,122645,Dedo indice
541.2643391521196,352196.8875,592.7213434848148,11785,53.18446671726624,205.51313735611097,217047,Dedo indice
686.4438902743142,484919.635,695.4928893254369,7055,44.78691215076119,85.47116000522385,275264,Dedo indice
688.0448877805486,491405.23,700.1284029009453,6553,26.88703219025856,104.66540630966226,275906,Dedo indice
669.8703241895262,459954.5,677.3532913456302,5319,27.251009155625777,76.43201223872985,268618,Dedo indice
626.1521197007481,414026.3075,642.645954583582,6970,32.9752179674373,112.78970901922254,251087,Dedo indice
