MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Mano_cerrada
457.95,232437.58585858587,479.70116739486883,2206,31.62149888792737,122.48999999999997,45795,Mano cerrada
438.15,210533.58585858587,456.53942874630224,2031,30.445347623556408,107.67599999999999,43815,Mano cerrada
375.66,154660.101010101,391.2972016255675,1742,23.36318436853983,96.22599999999998,37566,Mano cerrada
427.44,214890.74747474748,461.2394605841959,2408,37.09147850622536,146.73919999999998,42744,Mano cerrada
420.78,193771.77777777778,437.98865282105197,1872,29.189039038652847,105.60000000000002,42078,Mano cerrada
421.51,187240.77777777778,430.5442718234676,2048,25.57618842090068,69.1116,42151,Mano cerrada
575.18,345710.7474747475,585.0244781203604,1742,23.84249664914827,85.404,57518,Mano cerrada
387.63,168682.43434343435,408.6509635373444,1976,27.28006635259563,103.67679999999999,38763,Mano cerrada
445.48,224482.28282828283,471.4206826179776,2484,39.57986428179936,109.00399999999998,44548,Mano cerrada
514.68,292950.0808080808,538.5355884247577,2045,32.32020977029635,129.5224,51468,Mano cerrada
459.6,245995.45454545456,493.4931610468376,2090,39.843887279422844,147.076,45960,Mano cerrada
519.37,291520.61616161617,537.2200759465342,2917,41.565938852951135,108.17139999999996,51937,Mano cerrada
470.71,243861.48484848486,491.3480131230816,2464,40.42676381214841,116.92359999999996,47071,Mano cerrada
491.83,267207.0808080808,514.3296705421534,2580,35.77172293329134,126.8002,49183,Mano cerrada
560.46,347217.1313131313,586.2976718357323,2826,45.100561039310875,145.68000000000004,56046,Mano cerrada
658.02,483925.69696969696,692.1607038831372,1843,27.096721632557752,182.50400000000002,65802,Mano cerrada
528.13,310489.38383838383,554.4226636781725,2401,35.41114930286074,136.429,52813,Mano cerrada
523.7,310444.6060606061,554.382683712253,2481,40.882314469262084,142.326,52370,Mano cerrada
470.05,241919.22222222222,489.38740278025136,2245,31.987844913689045,110.38199999999999,47005,Mano cerrada
417.03,194514.53535353535,438.8272894887008,2278,31.907378583656918,105.12020000000001,41703,Mano cerrada
420.96,214714.9292929293,461.05073473534344,2524,36.77806768478005,144.26559999999995,42096,Mano cerrada
410.39,205614.75757575757,451.1747000885577,2508,40.029534550924225,138.29479999999995,41039,Mano cerrada
455.13,255586.9393939394,503.0219378913806,2762,49.424158816791966,159.78379999999999,45513,Mano cerrada
521.52,308582.50505050505,552.7175408832254,2961,43.07369770919876,152.9328,52152,Mano cerrada
463.38,226186.56565656565,473.2068258172107,2120,27.981234693084843,77.3532,46338,Mano cerrada
462.89,230982.797979798,478.19762651021176,2167,30.295680926961897,98.44579999999998,46289,Mano cerrada
633.16,452195.9393939394,669.0844341336899,2643,40.3588699524452,199.26319999999998,63316,Mano cerrada
544.83,345615.56565656565,584.9439374846105,2062,29.631064780058107,178.43039999999993,54483,Mano cerrada
658.11,459162.23232323234,674.2185179895313,1510,21.076579946049648,128.4612,65811,Mano cerrada
594.52,374975.41414141416,609.2829063743706,2023,29.891554835857075,117.53200000000001,59452,Mano cerrada
456.08,244605.898989899,492.0973887351974,2637,39.73205712817251,150.0456,45608,Mano cerrada
515.21,304201.8888888889,548.7803476801989,2300,37.87032632763568,156.5562,51521,Mano cerrada
520.96,299306.8484848485,544.3471135222451,2830,42.235989249439726,122.33360000000005,52096,Mano cerrada
481.25,269047.9696969697,516.098333653578,2636,36.748118896403966,150.57,48125,Mano cerrada
438.37,208200.7373737374,454.003006597974,2305,32.23508973310002,103.12399999999998,43837,Mano cerrada
437.85,212862.05050505052,459.05710973690407,2151,28.309437338531517,120.10300000000002,43785,Mano cerrada
413.27,205519.1616161616,451.0698061276104,2290,37.948130468583116,145.40400000000002,41327,Mano cerrada
408.24,195646.0404040404,440.10178368191146,2399,36.299400334529835,132.9576,40824,Mano cerrada
466.12,256322.56565656565,503.745312633279,2480,37.26807066255363,162.6064,46612,Mano cerrada
408.43,194481.0404040404,438.7895053439633,2458,33.24290765096984,130.2014,40843,Mano cerrada
393.69,179099.12121212122,421.0797192931524,2004,31.19958559683352,115.97220000000003,39369,Mano cerrada
355.24,143225.67676767678,376.5546706654958,1874,25.761532672893622,107.5984,35524,Mano cerrada
457.45,258838.31313131313,506.2113491418382,2309,44.72102075053405,168.93599999999998,45745,Mano cerrada
423.9,216212.30303030304,462.65557383435896,2476,37.454888691180045,136.25599999999997,42390,Mano cerrada
398.17,187069.9696969697,430.34784767673693,2084,33.86067711292045,129.70100000000002,39817,Mano cerrada
424.27,212599.64646464647,458.77407293786774,2459,36.69296577511468,145.92179999999996,42427,Mano cerrada
385.04,169987.81818181818,410.22913109626916,2244,33.21889446527307,107.59360000000002,38504,Mano cerrada
379.39,162452.31313131313,401.0334025988359,2023,29.268696001984196,102.31139999999999,37939,Mano cerrada
357.21,153513.52525252526,389.84405856701215,2036,31.814170021256473,122.72139999999996,35721,Mano cerrada
382.39,161352.63636363635,399.6737544548053,1899,27.05307167159927,88.33679999999997,38239,Mano cerrada
349.7,132300.0202020202,361.9074743632687,1660,23.790754506740637,84.67200000000001,34970,Mano cerrada
426.66,213380.40404040404,459.6157090439795,2491,35.87450066523293,137.75800000000004,42666,Mano cerrada
388.23,167571.0202020202,407.30247973711136,1906,30.030624100048,92.5714,38823,Mano cerrada
393.12,177037.25252525252,418.64887435654236,2069,33.00459104886819,108.4976,39312,Mano cerrada
389.93,177135.52525252526,418.7650534607682,2292,34.69579196095659,118.44760000000002,38993,Mano cerrada
395.88,171559.87878787878,412.12168106033926,2109,29.063323410731396,92.89679999999997,39588,Mano cerrada
398.88,198020.72727272726,442.7646327339165,2439,42.929234699901095,133.70399999999995,39888,Mano cerrada
374.49,148488.91919191918,383.4110457459461,1588,21.29684379328438,71.339,37449,Mano cerrada
353.53,133672.31313131313,363.7795898617733,1623,21.091671006788104,74.7384,35353,Mano cerrada
349.53,138494.05050505052,370.2824732552163,1619,23.555865254301057,104.07959999999996,34953,Mano cerrada
400.05,185580.35353535353,428.6310184762647,2066,32.053616698187795,117.49899999999998,40005,Mano cerrada
350.95,140248.41414141413,372.6203563950848,1870,26.854640514661842,97.37700000000002,35095,Mano cerrada
445.25,233708.797979798,481.01113292729514,2589,40.11334949964672,152.87,44525,Mano cerrada
401.25,169914.31313131313,410.1404271709874,1945,26.20181966076695,71.37,40125,Mano cerrada
354.09,144919.80808080808,378.7751443798814,1814,28.79499114692545,98.32959999999999,35409,Mano cerrada
336.17,126171.90909090909,353.4263572514082,1784,24.210357579792458,84.50100000000002,33617,Mano cerrada
405.92,196711.49494949495,441.2985157464276,2581,38.93701207194652,145.332,40592,Mano cerrada
415.4,224229.69696969696,471.15538838052146,2460,49.920138241196824,160.67999999999998,41540,Mano cerrada
386.7,179904.74747474748,422.02571011728656,2266,41.37656585581024,116.652,38670,Mano cerrada
355.98,153020.38383838383,389.21739426700856,1944,28.329589770514797,120.03439999999999,35598,Mano cerrada
348.47,151475.0,387.2470141912007,1841,29.641800951297874,133.50519999999997,34847,Mano cerrada
