MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_pulgar
512.16,268349.0707070707,515.427570081384,1432,19.76886645227998,47.1016,51216,Dedo pulgar
507.18,264392.9292929293,511.61411239331545,1489,19.823208518289768,55.48879999999999,50718,Dedo pulgar
517.15,272000.9595959596,518.9228748089643,1389,18.625766881371405,35.248000000000005,51715,Dedo pulgar
500.99,257341.72727272726,504.7457875009954,1429,18.57580700967272,50.38960000000001,50099,Dedo pulgar
487.78,246373.53535353535,493.87225068837387,1439,18.74361844263888,57.18280000000001,48778,Dedo pulgar
490.88,246541.33333333334,494.0404032060536,1382,17.883461125245912,47.2208,49088,Dedo pulgar
472.28,227988.78787878787,475.0883075808118,1245,15.698870833742962,41.076,47228,Dedo pulgar
467.19,224366.8383838384,471.29944833407137,1354,17.517091221104174,49.93280000000002,46719,Dedo pulgar
469.7,226620.62626262626,473.6606591221188,1279,16.72988012177281,48.41,46970,Dedo pulgar
496.56,251935.0303030303,499.41533817054517,1382,19.025766685729067,41.10320000000001,49656,Dedo pulgar
492.7,247576.9292929293,495.0769233159631,1331,17.241891667761642,36.26999999999999,49270,Dedo pulgar
431.26,188271.0303030303,431.7271360477588,1018,13.407370202898694,15.706,43126,Dedo pulgar
502.04,256755.51515151514,504.1705663761025,1414,18.56955257480058,37.0264,50204,Dedo pulgar
474.68,228741.45454545456,475.8718735121882,1134,14.406788523316205,24.527199999999993,47468,Dedo pulgar
466.32,220865.69696969696,467.6077843663426,1122,14.63978252308525,28.436000000000003,46632,Dedo pulgar
448.22,204255.9595959596,449.68144280145697,1051,14.322758607943308,29.424000000000014,44822,Dedo pulgar
503.67,261609.36363636365,508.9138139213751,1637,23.196786611315567,57.85719999999999,50367,Dedo pulgar
514.5,271880.1414141414,518.8076136681111,1258,17.750231183584823,51.49,51450,Dedo pulgar
482.33,238896.39393939395,486.3202956899907,1238,16.242480777830146,48.215599999999995,48233,Dedo pulgar
494.66,249925.898989899,497.4199835149368,1535,21.885607096441213,38.58560000000001,49466,Dedo pulgar
431.38,189828.46464646465,433.5091463856328,1258,24.142673565052544,32.46079999999999,43138,Dedo pulgar
469.13,222929.34343434343,469.78723907743597,1145,14.409943256184759,19.950000000000003,46913,Dedo pulgar
433.16,192293.21212121213,436.3144279072146,1093,13.502337994330142,42.3584,43316,Dedo pulgar
