MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_corazon
399.51,165820.19191919192,405.16908815949915,1746,25.833968711638935,45.69480000000001,39951,Dedo corazon
420.23,182604.49494949495,425.18049108584466,1690,23.11718063268184,51.136000000000024,42023,Dedo corazon
392.18,158864.66666666666,396.5804079880901,1583,21.921116612420853,44.5924,39218,Dedo corazon
399.78,163078.60606060605,401.8056993124911,1410,19.09942090189854,29.167199999999983,39978,Dedo corazon
404.21,170858.39393939395,411.27826346647595,1781,25.867377372304524,60.12979999999999,40421,Dedo corazon
401.82,167247.47474747474,406.9090807539198,1528,20.55984121308019,46.90239999999998,40182,Dedo corazon
362.92,134321.0707070707,364.6612949025438,1419,17.47350086053829,28.5088,36292,Dedo corazon
367.0,138082.48484848486,369.73187582354865,1464,19.996464333941283,33.24,36700,Dedo corazon
373.26,145283.63636363635,379.25031311786677,1701,24.445156096160577,53.246799999999986,37326,Dedo corazon
397.6,162661.35353535353,401.29134054948156,1499,21.21153678848595,38.096000000000004,39760,Dedo corazon
384.25,154191.94949494948,390.7045303039114,1822,25.628267222113962,55.19,38425,Dedo corazon
376.47,144647.54545454544,378.41917234727947,1269,17.814702814350746,27.863999999999997,37647,Dedo corazon
372.19,140468.71717171717,372.91289867742574,1417,17.862833148210505,18.117600000000003,37219,Dedo corazon
462.98,225669.43434343435,472.6655688750768,2124,32.17377060823794,78.97679999999998,46298,Dedo corazon
409.38,172153.61616161617,412.83420400930925,1625,21.256727990179602,39.61599999999999,40938,Dedo corazon
427.76,188186.66666666666,431.63039744670436,1672,22.650618204598857,45.756,42776,Dedo corazon
424.53,187417.24242424243,430.7471067807653,1802,28.333511585892044,53.87139999999997,42453,Dedo corazon
380.82,148599.39393939395,383.5536468344422,1379,18.17563026014601,36.5512,38082,Dedo corazon
371.5,140146.34343434343,372.4847379423753,1469,18.539338464655927,21.25,37150,Dedo corazon
404.84,169098.9090909091,409.1551295046904,1526,20.635362410633398,45.03839999999998,40484,Dedo corazon
448.87,205985.28282828283,451.581033702701,1307,17.734005455478734,38.548399999999994,44887,Dedo corazon
434.15,194779.0202020202,439.1255287500375,1665,24.514477272819747,50.70399999999999,43415,Dedo corazon
431.52,197765.39393939395,442.47908425144794,1608,21.68693690504107,75.936,43152,Dedo corazon
429.2,190938.18181818182,434.77442427079353,1689,24.377295281727324,58.88,42920,Dedo corazon
430.34,189899.77777777778,433.59056724057086,1868,24.819754269939942,38.947999999999986,43034,Dedo corazon
466.34,225171.35353535353,472.1436645767896,2061,28.94072660742395,58.36199999999999,46634,Dedo corazon
394.14,159878.0606060606,397.84328572944395,1656,22.20656013729531,40.179199999999994,39414,Dedo corazon
413.32,175299.11111111112,416.5886700331635,1934,26.607889769386034,36.28319999999999,41332,Dedo corazon
412.89,175069.42424242425,416.3156614877706,1466,19.692586924982198,44.634400000000014,41289,Dedo corazon
380.33,147905.46464646465,382.65703965822973,1479,18.902995326752645,33.929399999999994,38033,Dedo corazon
405.88,169973.87878787878,410.21231088303534,1530,20.77099765139709,51.53040000000001,40588,Dedo corazon
462.28,225448.14141414143,472.43376255301655,1913,26.229176444747498,77.91680000000001,46228,Dedo corazon
468.93,236914.0707070707,484.2983894253624,1977,28.07403631741462,88.16060000000003,46893,Dedo corazon
424.08,184959.9797979798,427.9139866842401,1719,21.772700913081614,44.20399999999999,42408,Dedo corazon
388.74,154308.8282828283,390.85258090487264,1584,21.34611359607565,31.992399999999996,38874,Dedo corazon
401.64,171774.7676767677,412.37970367126456,1900,31.29139682327261,64.62720000000002,40164,Dedo corazon
451.11,215624.1717171717,462.02589754255115,1870,26.777044291894896,77.223,45111,Dedo corazon
396.92,162805.35353535353,401.46892781384713,1782,25.010704778861264,47.7192,39692,Dedo corazon
465.05,228334.87878787878,475.44876695602017,2043,27.560585236635642,80.71800000000002,46505,Dedo corazon
393.94,158908.80808080808,396.63550017616933,1785,21.896681174658557,37.9292,39394,Dedo corazon
441.95,207130.61616161617,452.8347491083254,1932,29.464582402634118,80.557,44195,Dedo corazon
415.43,178552.39393939395,420.43652315183084,1620,23.092261155039047,50.83900000000001,41543,Dedo corazon
458.78,218495.0707070707,465.0915178757832,1834,26.65833203084294,60.5716,45878,Dedo corazon
415.42,175190.64646464647,416.45976996583954,1449,18.334986151391476,20.6736,41542,Dedo corazon
447.99,205282.55555555556,450.81008196356925,1500,22.09300817229311,37.6678,44799,Dedo corazon
435.91,194419.46464646465,438.720036013857,1635,21.026438383880212,40.9572,43591,Dedo corazon
395.44,159886.1616161616,397.8533649474389,1740,23.808155804855673,29.732000000000003,39544,Dedo corazon
411.55,173434.91919191918,414.36767489754794,1336,18.68559646228921,37.50900000000001,41155,Dedo corazon
463.84,237026.32323232322,484.4131088234504,2245,35.16813870249575,100.62880000000001,46384,Dedo corazon
456.13,218855.58585858587,465.4750584080741,1882,28.74056718334212,71.882,45613,Dedo corazon
370.97,141888.41414141413,374.7926493409389,1302,18.292792641536792,47.1034,37097,Dedo corazon
